shipment_id,order_datetime,order_weekday,order_hour,dispatch_datetime,dispatch_weekday,dispatch_hour,order_before_cutoff,warehouse_id,warehouse_city,warehouse_daily_load_index,destination_postcode,destination_city,destination_region,destination_area_type,special_island_delivery,distance_km,carrier,package_weight_kg,package_volume_liters,is_bulky,is_fragile,is_weekend_related,is_peak_season,is_delayed
SHP0012874,2025-01-14 14:37:32,Tuesday,14,2025-01-15 20:02:00,Wednesday,20,0,ODE,Odense,1.01,2200,København N,Hovedstaden,urban,0,193.8,Carrier_B,2.05,35.4,0,0,0,0,0
SHP0012877,2025-05-09 14:28:56,Friday,14,2025-05-12 18:03:00,Monday,18,0,HTA,Høje Taastrup,1.13,2770,Kastrup,Hovedstaden,suburban,0,37.1,Carrier_A,2.13,21.0,0,0,1,0,0
SHP0012884,2025-12-02 18:55:07,Tuesday,18,2025-12-03 19:36:00,Wednesday,19,0,HTA,Høje Taastrup,1.37,4700,Næstved,Sjælland,urban,0,94.7,Carrier_A,1.16,17.8,0,0,0,1,0
SHP0012886,2025-09-10 11:22:57,Wednesday,11,2025-09-10 18:53:00,Wednesday,18,1,AAR,Aarhus,1.22,7100,Vejle,Syddanmark,urban,0,87.7,Carrier_A,5.72,37.7,0,0,0,0,1
SHP0012888,2025-02-14 16:34:46,Friday,16,2025-02-17 17:14:00,Monday,17,0,HTA,Høje Taastrup,0.86,2450,København SV,Hovedstaden,urban,0,27.5,Carrier_A,1.98,23.1,0,0,1,0,0
SHP0012891,2025-03-07 12:14:17,Friday,12,2025-03-07 17:10:00,Friday,17,1,ODE,Odense,1.07,5230,Odense M,Syddanmark,urban,0,3.0,Carrier_B,9.15,110.7,1,0,1,0,1
SHP0012893,2025-09-16 17:18:07,Tuesday,17,2025-09-17 18:11:00,Wednesday,18,0,AAR,Aarhus,0.9,8464,Galten,Midtjylland,suburban,0,17.5,Carrier_A,7.94,220.0,1,0,0,0,1
SHP0012897,2025-04-30 14:53:54,Wednesday,14,2025-05-01 17:19:00,Thursday,17,0,HTA,Høje Taastrup,1.03,2750,Ballerup,Hovedstaden,suburban,0,19.9,Carrier_A,1.08,17.5,0,0,0,0,0
SHP0012898,2025-02-04 19:51:11,Tuesday,19,2025-02-05 17:25:00,Wednesday,17,0,AAR,Aarhus,1.02,7500,Holstebro,Midtjylland,urban,0,162.0,Carrier_A,2.21,20.6,0,0,0,0,0
SHP0012903,2025-04-04 18:22:29,Friday,18,2025-04-07 19:53:00,Monday,19,0,AAR,Aarhus,1.21,8000,Aarhus C,Midtjylland,urban,0,3.2,Carrier_B,2.09,29.9,0,0,1,0,0
SHP0012905,2025-04-21 15:01:16,Monday,15,2025-04-22 18:52:00,Tuesday,18,0,HTA,Høje Taastrup,1.16,7500,Holstebro,Midtjylland,urban,0,333.0,Carrier_B,5.18,25.1,0,0,0,0,0
SHP0012907,2025-03-28 12:32:06,Friday,12,2025-03-28 19:32:00,Friday,19,1,AAL,Aalborg,0.99,7100,Vejle,Syddanmark,urban,0,212.8,Carrier_B,1.73,10.4,0,0,1,0,0
SHP0012908,2025-05-28 08:52:23,Wednesday,8,2025-05-28 20:44:00,Wednesday,20,1,HTA,Høje Taastrup,1.04,4500,Nykøbing Sj,Sjælland,suburban,0,68.2,Carrier_B,1.46,22.1,0,0,0,0,0
SHP0012910,2025-01-21 09:43:15,Tuesday,9,2025-01-21 16:39:00,Tuesday,16,1,AAR,Aarhus,0.86,8381,Tilst,Midtjylland,suburban,0,3.2,Carrier_B,1.11,12.1,0,0,0,0,0
SHP0012911,2025-04-21 09:34:20,Monday,9,2025-04-21 18:22:00,Monday,18,1,ODE,Odense,1.03,6270,Tønder,Syddanmark,suburban,0,149.6,Carrier_C,1.59,5.7,0,0,0,0,0
SHP0012916,2025-07-30 16:27:51,Wednesday,16,2025-07-31 17:30:00,Thursday,17,0,AAR,Aarhus,1.11,8920,Randers NV,Midtjylland,suburban,0,61.7,Carrier_B,2.03,34.7,0,0,0,0,0
SHP0012920,2025-01-08 13:39:55,Wednesday,13,2025-01-08 20:53:00,Wednesday,20,1,ODE,Odense,0.98,6000,Kolding,Syddanmark,urban,0,72.8,Carrier_C,1.09,15.7,0,0,0,0,1
SHP0012921,2025-09-08 16:39:38,Monday,16,2025-09-09 17:26:00,Tuesday,17,0,ODE,Odense,1.01,7100,Vejle,Syddanmark,urban,0,77.3,Carrier_B,2.25,11.9,0,0,0,0,0
SHP0012926,2025-04-14 20:02:38,Monday,20,2025-04-15 16:56:00,Tuesday,16,0,HTA,Høje Taastrup,1.07,2300,København S,Hovedstaden,urban,0,31.8,Carrier_C,3.74,33.0,0,0,0,0,0
SHP0012927,2025-12-11 08:33:42,Thursday,8,2025-12-11 17:24:00,Thursday,17,1,ODE,Odense,1.2,9800,Hjørring,Nordjylland,urban,0,319.3,Carrier_A,3.11,51.6,0,0,0,1,1
SHP0012929,2025-03-07 19:57:47,Friday,19,2025-03-10 17:54:00,Monday,17,0,AAR,Aarhus,1.06,8520,Lystrup,Midtjylland,suburban,0,26.4,Carrier_C,3.07,32.1,0,0,1,0,0
SHP0012931,2025-04-16 19:26:59,Wednesday,19,2025-04-17 17:33:00,Thursday,17,0,AAR,Aarhus,1.02,8600,Silkeborg,Midtjylland,urban,0,46.1,Carrier_B,7.69,51.7,0,0,0,0,0
SHP0012933,2025-11-25 19:34:34,Tuesday,19,2025-11-26 17:03:00,Wednesday,17,0,AAR,Aarhus,1.23,6800,Varde,Syddanmark,urban,0,157.5,Carrier_A,1.19,13.1,0,0,0,1,0
SHP0012938,2025-08-08 10:22:27,Friday,10,2025-08-08 17:33:00,Friday,17,1,HTA,Høje Taastrup,1.02,4700,Næstved,Sjælland,urban,0,62.9,Carrier_B,0.75,10.6,0,0,1,0,1
SHP0012939,2025-11-20 17:43:06,Thursday,17,2025-11-21 19:43:00,Friday,19,0,AAR,Aarhus,1.29,7400,Herning,Midtjylland,urban,0,93.3,Carrier_B,1.64,12.1,0,0,1,1,0
SHP0012940,2025-09-16 17:56:56,Tuesday,17,2025-09-17 17:12:00,Wednesday,17,0,HTA,Høje Taastrup,1.07,2670,Greve,Sjælland,suburban,0,15.0,Carrier_B,4.81,50.8,0,0,0,0,1
SHP0012943,2025-09-25 18:19:01,Thursday,18,2025-09-26 18:32:00,Friday,18,0,AAR,Aarhus,1.0,8500,Grenaa,Midtjylland,urban,0,70.7,Carrier_A,1.9,29.1,0,0,1,0,1
SHP0012944,2025-10-28 13:54:54,Tuesday,13,2025-10-28 18:34:00,Tuesday,18,1,AAR,Aarhus,1.32,8660,Skanderborg,Midtjylland,urban,0,22.0,Carrier_B,0.89,8.3,0,0,0,0,0
SHP0012945,2025-11-25 20:41:45,Tuesday,20,2025-11-26 17:23:00,Wednesday,17,0,AAR,Aarhus,1.23,8300,Odder,Midtjylland,suburban,0,34.9,Carrier_A,0.78,11.3,0,0,0,1,1
SHP0012947,2025-08-09 21:26:30,Saturday,21,2025-08-11 19:35:00,Monday,19,0,AAR,Aarhus,0.92,8700,Horsens,Midtjylland,urban,0,68.0,Carrier_B,1.26,16.1,0,0,1,0,0
SHP0012948,2025-02-01 17:21:57,Saturday,17,2025-02-03 16:13:00,Monday,16,0,ODE,Odense,1.05,4930,Maribo,Sjælland,suburban,0,118.9,Carrier_A,3.0,23.1,0,0,1,0,0
SHP0012953,2025-06-08 10:56:32,Sunday,10,2025-06-09 18:25:00,Monday,18,0,ODE,Odense,1.04,5750,Ringe,Syddanmark,suburban,0,15.9,Carrier_C,4.5,56.8,0,0,1,0,1
SHP0012954,2025-07-24 09:41:41,Thursday,9,2025-07-24 19:37:00,Thursday,19,1,ODE,Odense,1.1,2720,Vanløse,Hovedstaden,urban,0,178.0,Carrier_B,7.88,107.5,1,0,0,0,1
SHP0012961,2025-04-09 15:48:52,Wednesday,15,2025-04-10 16:00:00,Thursday,16,0,ODE,Odense,1.0,4200,Slagelse,Sjælland,urban,0,79.9,Carrier_B,1.34,5.7,0,0,0,0,0
SHP0012963,2025-05-07 11:51:27,Wednesday,11,2025-05-07 20:45:00,Wednesday,20,1,HTA,Høje Taastrup,1.04,2620,Albertslund,Hovedstaden,suburban,0,16.2,Carrier_A,4.04,39.4,0,0,0,0,0
SHP0012969,2025-07-03 19:17:44,Thursday,19,2025-07-04 19:03:00,Friday,19,0,AAR,Aarhus,1.11,7200,Grindsted,Syddanmark,suburban,0,105.6,Carrier_A,4.1,18.4,0,0,1,0,0
SHP0012979,2025-03-12 14:41:38,Wednesday,14,2025-03-13 17:38:00,Thursday,17,0,AAL,Aalborg,0.94,8600,Silkeborg,Midtjylland,urban,0,141.8,Carrier_C,1.06,19.0,0,0,0,0,0
SHP0012988,2025-04-22 22:10:43,Tuesday,22,2025-04-23 17:34:00,Wednesday,17,0,HTA,Høje Taastrup,0.96,2650,Hvidovre,Hovedstaden,suburban,0,14.4,Carrier_A,2.41,13.7,0,1,0,0,0
SHP0012989,2025-02-27 13:51:40,Thursday,13,2025-02-27 18:52:00,Thursday,18,1,AAL,Aalborg,1.06,9000,Aalborg,Nordjylland,urban,0,6.6,Carrier_B,0.8,20.5,0,0,0,0,0
SHP0012993,2025-03-01 10:19:26,Saturday,10,2025-03-03 16:17:00,Monday,16,0,HTA,Høje Taastrup,1.13,4900,Nakskov,Sjælland,suburban,0,142.2,Carrier_B,9.46,140.5,1,0,1,0,0
SHP0012997,2025-05-26 16:49:47,Monday,16,2025-05-27 17:30:00,Tuesday,17,0,ODE,Odense,1.18,8400,Ebeltoft,Midtjylland,suburban,0,124.5,Carrier_B,3.53,44.7,0,1,0,0,0
SHP0012999,2025-05-26 14:45:25,Monday,14,2025-05-27 17:54:00,Tuesday,17,0,HTA,Høje Taastrup,1.0,2620,Albertslund,Hovedstaden,suburban,0,13.0,Carrier_A,1.27,5.4,0,0,0,0,0
SHP0013003,2025-08-08 18:41:26,Friday,18,2025-08-11 17:26:00,Monday,17,0,HTA,Høje Taastrup,1.14,5200,Odense V,Syddanmark,urban,0,145.5,Carrier_A,2.02,15.9,0,1,1,0,0
SHP0013004,2025-07-29 13:39:58,Tuesday,13,2025-07-29 20:11:00,Tuesday,20,1,ODE,Odense,1.08,7190,Billund,Syddanmark,suburban,0,117.7,Carrier_C,2.15,17.3,0,0,0,0,0
SHP0013006,2025-10-27 08:06:18,Monday,8,2025-10-27 17:46:00,Monday,17,1,AAR,Aarhus,1.05,8000,Aarhus C,Midtjylland,urban,0,10.2,Carrier_B,3.3,101.0,1,0,0,0,0
SHP0013010,2025-11-12 21:36:00,Wednesday,21,2025-11-13 18:04:00,Thursday,18,0,AAR,Aarhus,0.86,8240,Risskov,Midtjylland,suburban,0,16.2,Carrier_B,3.06,16.8,0,0,0,0,0
SHP0013015,2025-11-06 14:34:14,Thursday,14,2025-11-07 16:34:00,Friday,16,0,AAR,Aarhus,1.05,8700,Horsens,Midtjylland,urban,0,55.5,Carrier_B,0.38,4.1,0,0,1,0,0
SHP0013017,2025-11-23 07:35:18,Sunday,7,2025-11-24 18:57:00,Monday,18,0,AAR,Aarhus,1.32,8660,Skanderborg,Midtjylland,urban,0,28.8,Carrier_B,4.69,33.0,0,0,1,1,0
SHP0013019,2025-03-19 14:06:07,Wednesday,14,2025-03-20 18:06:00,Thursday,18,0,AAR,Aarhus,1.1,7500,Holstebro,Midtjylland,urban,0,126.6,Carrier_B,0.97,21.4,0,0,0,0,0
SHP0013023,2025-03-12 13:22:49,Wednesday,13,2025-03-12 19:04:00,Wednesday,19,1,HTA,Høje Taastrup,1.02,2100,København Ø,Hovedstaden,urban,0,28.4,Carrier_B,1.18,23.5,0,0,0,0,0
SHP0013026,2025-10-06 10:19:28,Monday,10,2025-10-06 16:34:00,Monday,16,1,AAR,Aarhus,1.03,8200,Aarhus N,Midtjylland,urban,0,11.6,Carrier_B,1.41,26.5,0,1,0,0,0
SHP0013032,2025-01-09 13:03:04,Thursday,13,2025-01-09 19:26:00,Thursday,19,1,AAR,Aarhus,0.91,9000,Aalborg,Nordjylland,urban,0,138.2,Carrier_B,2.42,10.2,0,0,0,0,0
SHP0013035,2025-08-07 14:20:50,Thursday,14,2025-08-08 17:13:00,Friday,17,0,ODE,Odense,1.03,5000,Odense C,Syddanmark,urban,0,3.0,Carrier_B,1.06,12.2,0,0,1,0,0
SHP0013039,2025-01-27 15:10:56,Monday,15,2025-01-28 17:20:00,Tuesday,17,0,ODE,Odense,1.05,6710,Esbjerg V,Syddanmark,urban,0,177.7,Carrier_C,0.76,4.7,0,0,0,0,0
SHP0013040,2025-03-09 11:01:09,Sunday,11,2025-03-10 17:49:00,Monday,17,0,HTA,Høje Taastrup,1.06,3450,Allerød,Hovedstaden,suburban,0,40.2,Carrier_C,1.46,50.6,0,0,1,0,0
SHP0013041,2025-08-20 16:52:31,Wednesday,16,2025-08-21 18:21:00,Thursday,18,0,AAL,Aalborg,1.15,7400,Herning,Midtjylland,urban,0,151.5,Carrier_B,10.47,220.0,1,0,0,0,0
SHP0013045,2025-04-17 22:06:09,Thursday,22,2025-04-18 18:04:00,Friday,18,0,ODE,Odense,1.1,4760,Vordingborg,Sjælland,suburban,0,139.9,Carrier_B,2.32,26.5,0,0,1,0,0
SHP0013055,2025-06-30 13:15:51,Monday,13,2025-06-30 18:45:00,Monday,18,1,AAR,Aarhus,0.92,6500,Vojens,Syddanmark,suburban,0,149.3,Carrier_A,1.45,9.7,0,0,0,0,0
SHP0013060,2025-04-09 07:36:18,Wednesday,7,2025-04-09 18:13:00,Wednesday,18,1,AAR,Aarhus,1.01,5600,Faaborg,Syddanmark,suburban,0,153.3,Carrier_A,3.11,19.1,0,0,0,0,0
SHP0013062,2025-10-07 23:49:34,Tuesday,23,2025-10-08 17:59:00,Wednesday,17,0,HTA,Høje Taastrup,1.13,2670,Greve,Sjælland,suburban,0,15.8,Carrier_C,1.66,19.2,0,0,0,0,0
SHP0013064,2025-12-01 10:18:12,Monday,10,2025-12-01 18:30:00,Monday,18,1,HTA,Høje Taastrup,1.49,2970,Hørsholm,Hovedstaden,suburban,0,38.3,Carrier_C,1.03,3.8,0,0,0,1,1
SHP0013066,2025-03-29 16:44:59,Saturday,16,2025-03-31 16:32:00,Monday,16,0,AAR,Aarhus,1.05,8653,Them,Midtjylland,rural,0,52.9,Carrier_B,2.78,42.2,0,0,1,0,0
SHP0013071,2025-06-07 14:57:57,Saturday,14,2025-06-09 18:48:00,Monday,18,0,HTA,Høje Taastrup,1.69,4200,Slagelse,Sjælland,urban,0,83.5,Carrier_A,0.54,5.3,0,0,1,0,1
SHP0013078,2025-02-11 17:42:13,Tuesday,17,2025-02-12 18:24:00,Wednesday,18,0,ODE,Odense,0.92,7000,Fredericia,Syddanmark,urban,0,57.1,Carrier_C,4.25,32.9,0,0,0,0,0
SHP0013082,2025-08-11 20:59:55,Monday,20,2025-08-12 17:48:00,Tuesday,17,0,ODE,Odense,1.11,4930,Maribo,Sjælland,suburban,0,143.4,Carrier_B,2.26,23.3,0,0,0,0,0
SHP0013083,2025-12-17 12:08:33,Wednesday,12,2025-12-17 17:36:00,Wednesday,17,1,AAR,Aarhus,1.34,8700,Horsens,Midtjylland,urban,0,46.3,Carrier_C,2.57,10.5,0,0,0,1,0
SHP0013084,2025-05-27 16:32:45,Tuesday,16,2025-05-28 17:29:00,Wednesday,17,0,ODE,Odense,0.96,5250,Odense SV,Syddanmark,suburban,0,13.8,Carrier_A,1.7,7.4,0,0,0,0,0
SHP0013091,2025-08-12 18:35:40,Tuesday,18,2025-08-13 17:53:00,Wednesday,17,0,AAL,Aalborg,1.02,8660,Skanderborg,Midtjylland,urban,0,135.4,Carrier_B,8.48,50.8,0,0,0,0,0
SHP0013096,2025-11-27 10:43:09,Thursday,10,2025-11-27 18:58:00,Thursday,18,1,AAL,Aalborg,1.21,9600,Aars,Nordjylland,urban,0,56.8,Carrier_C,3.47,42.9,0,0,0,1,1
SHP0013099,2025-06-26 18:44:20,Thursday,18,2025-06-27 19:00:00,Friday,19,0,HTA,Høje Taastrup,1.17,2610,Rødovre,Hovedstaden,suburban,0,8.9,Carrier_A,1.3,16.3,0,0,1,0,1
SHP0013100,2025-06-08 12:13:51,Sunday,12,2025-06-09 19:37:00,Monday,19,0,ODE,Odense,1.04,6700,Esbjerg,Syddanmark,urban,0,162.0,Carrier_B,3.05,44.1,0,0,1,0,0
SHP0013104,2025-06-26 20:54:46,Thursday,20,2025-06-27 17:27:00,Friday,17,0,HTA,Høje Taastrup,1.17,4300,Holbæk,Sjælland,urban,0,50.8,Carrier_A,6.31,116.5,1,0,1,0,1
SHP0013107,2025-11-26 09:41:06,Wednesday,9,2025-11-26 17:20:00,Wednesday,17,1,HTA,Høje Taastrup,1.29,2900,Hellerup,Hovedstaden,urban,0,31.1,Carrier_B,4.17,87.2,0,0,0,1,1
SHP0013109,2025-11-11 07:20:21,Tuesday,7,2025-11-11 18:15:00,Tuesday,18,1,HTA,Høje Taastrup,0.96,2720,Vanløse,Hovedstaden,urban,0,22.4,Carrier_B,1.2,13.1,0,0,0,0,0
SHP0013110,2025-08-26 13:03:58,Tuesday,13,2025-08-26 18:13:00,Tuesday,18,1,HTA,Høje Taastrup,1.04,2500,Valby,Hovedstaden,urban,0,13.9,Carrier_A,4.59,20.7,0,0,0,0,0
SHP0013112,2025-06-08 20:11:09,Sunday,20,2025-06-09 18:28:00,Monday,18,0,AAR,Aarhus,0.99,8700,Horsens,Midtjylland,urban,0,53.8,Carrier_B,0.94,7.2,0,0,1,0,0
SHP0013115,2025-05-24 09:00:23,Saturday,9,2025-05-26 18:10:00,Monday,18,0,AAR,Aarhus,1.18,7600,Struer,Midtjylland,suburban,0,137.3,Carrier_B,5.18,86.4,0,0,1,0,0
SHP0013118,2025-09-30 09:40:43,Tuesday,9,2025-09-30 19:14:00,Tuesday,19,1,HTA,Høje Taastrup,1.23,2500,Valby,Hovedstaden,urban,0,20.6,Carrier_A,1.69,50.7,0,0,0,0,0
SHP0013119,2025-10-16 11:09:26,Thursday,11,2025-10-16 18:50:00,Thursday,18,1,AAR,Aarhus,1.03,8900,Randers C,Midtjylland,urban,0,46.6,Carrier_C,2.33,32.6,0,0,0,0,0
SHP0013123,2025-06-19 10:04:03,Thursday,10,2025-06-19 17:32:00,Thursday,17,1,ODE,Odense,1.01,2200,København N,Hovedstaden,urban,0,195.5,Carrier_B,1.4,12.7,0,0,0,0,0
SHP0013125,2025-07-15 07:46:51,Tuesday,7,2025-07-15 17:29:00,Tuesday,17,1,HTA,Høje Taastrup,1.15,2630,Taastrup,Hovedstaden,suburban,0,7.5,Carrier_C,2.47,24.3,0,0,0,0,0
SHP0013131,2025-05-12 14:49:18,Monday,14,2025-05-13 17:48:00,Tuesday,17,0,HTA,Høje Taastrup,0.99,2620,Albertslund,Hovedstaden,suburban,0,15.8,Carrier_A,0.53,4.6,0,0,0,0,0
SHP0013134,2025-03-29 11:05:49,Saturday,11,2025-03-31 19:36:00,Monday,19,0,AAL,Aalborg,0.98,4000,Roskilde,Sjælland,urban,0,279.7,Carrier_A,6.45,51.2,0,0,1,0,0
SHP0013137,2025-04-16 12:06:03,Wednesday,12,2025-04-16 17:21:00,Wednesday,17,1,HTA,Høje Taastrup,1.12,2700,Brønshøj,Hovedstaden,urban,0,18.2,Carrier_B,10.79,99.7,0,0,0,0,0
SHP0013144,2025-08-03 20:05:49,Sunday,20,2025-08-04 16:34:00,Monday,16,0,AAL,Aalborg,0.98,8381,Tilst,Midtjylland,suburban,0,139.3,Carrier_A,0.98,8.2,0,0,1,0,0
SHP0013146,2025-08-19 18:21:56,Tuesday,18,2025-08-20 17:38:00,Wednesday,17,0,HTA,Høje Taastrup,1.03,4700,Næstved,Sjælland,urban,0,82.9,Carrier_A,1.86,10.1,0,0,0,0,0
SHP0013149,2025-10-15 12:28:16,Wednesday,12,2025-10-15 17:13:00,Wednesday,17,1,AAL,Aalborg,1.0,7600,Struer,Midtjylland,suburban,0,128.6,Carrier_A,1.71,9.0,0,0,0,0,0
SHP0013152,2025-01-09 17:41:32,Thursday,17,2025-01-10 19:05:00,Friday,19,0,ODE,Odense,1.19,7000,Fredericia,Syddanmark,urban,0,64.7,Carrier_B,1.11,13.8,0,0,1,0,1
SHP0013153,2025-07-12 15:36:45,Saturday,15,2025-07-14 18:31:00,Monday,18,0,AAR,Aarhus,1.24,8700,Horsens,Midtjylland,urban,0,59.2,Carrier_C,2.77,33.0,0,0,1,0,0
SHP0013157,2025-01-10 19:38:31,Friday,19,2025-01-13 17:25:00,Monday,17,0,ODE,Odense,1.2,4400,Kalundborg,Sjælland,urban,0,79.1,Carrier_C,2.28,28.5,0,0,1,0,1
SHP0013162,2025-09-18 20:19:22,Thursday,20,2025-09-19 16:58:00,Friday,16,0,ODE,Odense,1.03,2400,København NV,Hovedstaden,urban,0,165.6,Carrier_C,0.96,8.7,0,0,1,0,0
SHP0013165,2025-07-09 23:30:26,Wednesday,23,2025-07-10 17:00:00,Thursday,17,0,AAR,Aarhus,1.05,7160,Tørring,Syddanmark,rural,0,90.9,Carrier_B,1.95,9.7,0,0,0,0,0
SHP0013170,2025-05-13 14:58:00,Tuesday,14,2025-05-14 18:01:00,Wednesday,18,0,AAR,Aarhus,1.02,7200,Grindsted,Syddanmark,suburban,0,125.0,Carrier_A,1.55,18.9,0,0,0,0,0
SHP0013172,2025-06-16 09:18:25,Monday,9,2025-06-16 16:21:00,Monday,16,1,AAR,Aarhus,1.21,8400,Ebeltoft,Midtjylland,suburban,0,44.9,Carrier_A,6.78,78.5,0,0,0,0,0
SHP0013174,2025-11-18 22:44:39,Tuesday,22,2025-11-19 17:28:00,Wednesday,17,0,ODE,Odense,0.93,7100,Vejle,Syddanmark,urban,0,95.6,Carrier_A,6.47,73.1,0,0,0,0,0
SHP0013175,2025-12-19 09:46:25,Friday,9,2025-12-19 18:21:00,Friday,18,1,ODE,Odense,1.27,6500,Vojens,Syddanmark,suburban,0,99.6,Carrier_A,0.76,14.7,0,0,1,1,0
SHP0013176,2025-09-25 18:30:51,Thursday,18,2025-09-26 18:43:00,Friday,18,0,ODE,Odense,1.05,5700,Svendborg,Syddanmark,urban,0,62.5,Carrier_A,3.64,34.7,0,0,1,0,0
SHP0013179,2025-03-26 09:57:09,Wednesday,9,2025-03-26 19:36:00,Wednesday,19,1,HTA,Høje Taastrup,1.1,4000,Roskilde,Sjælland,urban,0,12.5,Carrier_C,0.8,12.0,0,0,0,0,0
SHP0013182,2025-08-21 17:05:59,Thursday,17,2025-08-22 17:07:00,Friday,17,0,ODE,Odense,1.15,3600,Frederikssund,Hovedstaden,urban,0,119.7,Carrier_B,3.25,117.8,1,0,1,0,0
SHP0013186,2025-07-22 18:26:33,Tuesday,18,2025-07-23 16:41:00,Wednesday,16,0,ODE,Odense,1.11,6100,Haderslev,Syddanmark,urban,0,85.1,Carrier_B,1.97,23.5,0,0,0,0,0
SHP0013187,2025-06-16 19:30:02,Monday,19,2025-06-17 17:07:00,Tuesday,17,0,ODE,Odense,1.09,6600,Vejen,Syddanmark,suburban,0,119.5,Carrier_B,0.82,7.8,0,0,0,0,0
SHP0013190,2025-06-29 16:43:53,Sunday,16,2025-06-30 19:09:00,Monday,19,0,AAR,Aarhus,0.92,8500,Grenaa,Midtjylland,urban,0,68.2,Carrier_C,2.94,27.1,0,0,1,0,1
SHP0013191,2025-11-19 15:42:07,Wednesday,15,2025-11-20 18:40:00,Thursday,18,0,HTA,Høje Taastrup,1.38,2620,Albertslund,Hovedstaden,suburban,0,3.0,Carrier_C,3.95,14.1,0,0,0,0,0
SHP0013192,2025-03-13 21:03:26,Thursday,21,2025-03-14 18:56:00,Friday,18,0,AAR,Aarhus,1.08,8600,Silkeborg,Midtjylland,urban,0,49.6,Carrier_B,2.39,13.8,0,0,1,0,0
SHP0013193,2025-09-27 11:51:17,Saturday,11,2025-09-29 18:52:00,Monday,18,0,AAR,Aarhus,1.03,8000,Aarhus C,Midtjylland,urban,0,4.7,Carrier_C,2.88,20.4,0,0,1,0,0
SHP0013201,2025-12-05 18:43:08,Friday,18,2025-12-08 16:06:00,Monday,16,0,ODE,Odense,1.21,5500,Middelfart,Syddanmark,urban,0,61.1,Carrier_B,3.38,50.0,0,0,1,1,1
SHP0013202,2025-11-11 14:26:12,Tuesday,14,2025-11-12 19:28:00,Wednesday,19,0,AAL,Aalborg,0.95,9200,Aalborg SV,Nordjylland,urban,0,18.8,Carrier_C,4.85,34.0,0,0,0,0,0
SHP0013204,2025-07-27 21:04:08,Sunday,21,2025-07-28 18:23:00,Monday,18,0,AAR,Aarhus,1.64,7120,Vejle Øst,Syddanmark,suburban,0,81.3,Carrier_B,1.47,10.0,0,0,1,0,1
SHP0013207,2025-11-21 12:11:12,Friday,12,2025-11-21 20:31:00,Friday,20,1,HTA,Høje Taastrup,1.36,2400,København NV,Hovedstaden,urban,0,23.1,Carrier_B,1.09,12.2,0,0,1,1,1
SHP0013208,2025-09-11 19:29:48,Thursday,19,2025-09-12 17:00:00,Friday,17,0,HTA,Høje Taastrup,1.02,2450,København SV,Hovedstaden,urban,0,26.5,Carrier_A,2.23,12.2,0,0,1,0,0
SHP0013212,2025-07-05 11:59:08,Saturday,11,2025-07-07 18:36:00,Monday,18,0,ODE,Odense,1.12,8700,Horsens,Midtjylland,urban,0,88.7,Carrier_A,1.43,11.8,0,0,1,0,1
SHP0013216,2025-11-13 12:14:36,Thursday,12,2025-11-13 20:39:00,Thursday,20,1,AAL,Aalborg,0.76,8585,Glesborg,Midtjylland,rural,0,128.1,Carrier_A,2.05,25.6,0,0,0,0,0
SHP0013221,2025-12-15 13:54:42,Monday,13,2025-12-15 16:12:00,Monday,16,1,ODE,Odense,1.27,4400,Kalundborg,Sjælland,urban,0,69.2,Carrier_B,0.42,2.2,0,0,0,1,1
SHP0013222,2025-05-29 13:41:05,Thursday,13,2025-05-29 17:29:00,Thursday,17,1,HTA,Høje Taastrup,0.89,2800,Kongens Lyngby,Hovedstaden,urban,0,26.6,Carrier_A,0.3,3.7,0,0,0,0,0
SHP0013224,2025-07-06 11:00:42,Sunday,11,2025-07-07 16:01:00,Monday,16,0,AAL,Aalborg,1.01,2500,Valby,Hovedstaden,urban,0,322.7,Carrier_C,1.86,28.8,0,0,1,0,0
SHP0013226,2025-05-01 17:47:16,Thursday,17,2025-05-02 18:14:00,Friday,18,0,ODE,Odense,0.98,2770,Kastrup,Hovedstaden,suburban,0,197.4,Carrier_C,7.19,43.4,0,0,1,0,0
SHP0013227,2025-09-19 15:02:08,Friday,15,2025-09-22 19:04:00,Monday,19,0,ODE,Odense,1.2,2610,Rødovre,Hovedstaden,suburban,0,179.2,Carrier_A,2.67,52.4,0,0,1,0,0
SHP0013232,2025-03-21 18:41:53,Friday,18,2025-03-24 18:57:00,Monday,18,0,ODE,Odense,1.09,5500,Middelfart,Syddanmark,urban,0,68.7,Carrier_A,6.15,66.3,0,0,1,0,1
SHP0013236,2025-12-04 09:44:55,Thursday,9,2025-12-04 17:43:00,Thursday,17,1,HTA,Høje Taastrup,1.36,2200,København N,Hovedstaden,urban,0,30.2,Carrier_A,1.42,14.8,0,0,0,1,0
SHP0013237,2025-09-23 09:39:44,Tuesday,9,2025-09-23 16:56:00,Tuesday,16,1,AAR,Aarhus,1.0,6800,Varde,Syddanmark,urban,0,149.9,Carrier_B,1.96,35.4,0,0,0,0,0
SHP0013240,2025-09-08 18:51:55,Monday,18,2025-09-09 17:40:00,Tuesday,17,0,HTA,Høje Taastrup,0.87,3000,Helsingør,Hovedstaden,urban,0,62.1,Carrier_A,1.59,8.0,0,0,0,0,0
